period,strategy,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,exposure,n_trades,win_rate
2010-2014 (post-GFC recovery),SMA 50/200,0.7009240765836557,0.11227028637840109,0.11598304286122321,0.9757453087166168,-0.17308094467429136,0.6486576935992261,0.7551669316375199,2,1.0
2015-2019 (grinding bull),SMA 50/200,0.35489586547085317,0.06273045132733701,0.11653635989586736,0.5806302249097941,-0.1940519012125249,0.32326635779071733,0.8386327503974563,4,0.5
2020-2022 (COVID crash + 2022 bear),SMA 50/200,0.11718889092620421,0.0376292431980505,0.19489474927240263,0.28779867306981455,-0.3371724962452115,0.1116023507762161,0.6468253968253969,2,0.5
2023-2026 (AI-led rally),SMA 50/200,0.6857631887416777,0.1541383733330186,0.1436594267312535,1.0695529940669097,-0.18755234489427342,0.821841888566678,0.9281045751633987,2,1.0
2010-2014 (post-GFC recovery),Z-rev 20/-1.0,0.23048287868530792,0.04242244996068867,0.1112041110701995,0.4293372550810263,-0.15439455452375073,0.27476649090083527,0.24324324324324326,36,0.7777777777777778
2015-2019 (grinding bull),Z-rev 20/-1.0,0.4033932750805611,0.07024369034945543,0.10093013052115055,0.7232079235270769,-0.11503747591045332,0.6106157127798426,0.24324324324324326,43,0.813953488372093
2020-2022 (COVID crash + 2022 bear),Z-rev 20/-1.0,-0.06181589086094663,-0.021045085658530804,0.20068855882673264,-0.004997299542242586,-0.3054330513394783,-0.0689024503610119,0.2830687830687831,22,0.7272727272727273
2023-2026 (AI-led rally),Z-rev 20/-1.0,0.30633621982725967,0.07611386398851905,0.10778942804453678,0.7338013643739921,-0.10570580319705325,0.7200537878382146,0.22657952069716775,27,0.8518518518518519
2010-2014 (post-GFC recovery),Buy & hold,1.0059497219296216,0.14963542012524456,0.1586032014692431,0.95887655692568,-0.1860546234123882,0.8042553169645194,0.9992050874403816,1,1.0
2015-2019 (grinding bull),Buy & hold,0.7277158321081199,0.115757899965649,0.1342412675679704,0.8833542473357131,-0.1934888275240213,0.5982665844170143,0.9992050874403816,1,1.0
2020-2022 (COVID crash + 2022 bear),Buy & hold,0.2339891317312084,0.07259831794829918,0.24985849456331977,0.4060568171824923,-0.3371724962452115,0.2153150650090435,0.9986772486772487,1,1.0
2023-2026 (AI-led rally),Buy & hold,1.1050416190823262,0.22669961151516582,0.15009453193580355,1.436472921745346,-0.18755234489427353,1.2087271510412747,0.9989106753812637,1,1.0
